OCCURRENCE_NAME,CLASS,STATE,COMMODITY_NAMES,LONGITUDE,LATITUDE,LABEL
T. WARD,MINE,SA,Ochre,139.0695,-32.879299999999986,0
OODLA WIRRA NO.1,MINE,SA,"Iron ore, Iron, Ochre",139.09,-32.83549999999997,0
MINNITINNI CREEK,MINE,SA,Clay,138.9812,-31.35999999999999,0
JUBILEE BORE,MINE,SA,Lead,138.9637,-30.897299999999976,0
MOUNT SERLE NO.2,MINE,SA,Barite,138.8887,-30.57929999999998,0
GEMLAKE,MINE,SA,Gypsum,139.3309,-35.74150000000004,0
LIHOU,DEPOSIT,SA,Gypsum,139.3693,-35.543199999999985,0
MASON,DEPOSIT,SA,Gypsum,139.3543,-35.5172,0
WELLINGTON LODGE,DEPOSIT,SA,Sand - undifferentiated,139.3415,-35.42620000000005,0
MORTENSEN,MINE,SA,Salt,139.2936,-35.316100000000006,0
LANE AND OPIES,deposit,SA,Limestone,139.3267,-35.08080000000006,0
SEDAN,DEPOSIT,SA,Coal - undifferentiated,139.30130000000003,-34.48699999999997,0
TRURO PROSPECTING,MINE,SA,Lead,139.2242,-34.380600000000015,0
KNOWLING,MINE,SA,Gypsum,139.1884,-33.78949999999998,0
RIECKS,DEPOSIT,SA,"Clay, Kaolin",138.9713,-30.043899999999983,0
ELEPHANT LAKE,MINE,SA,Gypsum,139.4619,-35.63899999999998,0
WARNES,DEPOSIT,SA,Gypsum,139.4119,-35.53339999999998,0
CHAPMANS,DEPOSIT,SA,Calcite,139.4599,-35.2917,0
THE GRANITES,DEPOSIT,SA,Granite,139.4524,-35.19600000000001,0
SOUTHERN CROSS,DEPOSIT,SA,Unspecified/Unknown,139.4436,-34.66250000000003,0
ANNA,DEPOSIT,SA,Coal - undifferentiated,139.3507,-34.45250000000001,0
CRAIGIE PLAINS NO.2,deposit,SA,Gypsum,139.384,-34.31099999999997,0
MORRISON,MINE,SA,"Manganese, Cobalt, Rare earth elements",139.2821,-33.40729999999995,0
GLEN WARWICK HUT,MINE,SA,Manganese,139.2334,-31.803899999999988,0
ARTIPENA NO.1,MINE,SA,Barite,139.2212,-31.548799999999986,0
TOOTHS NOB,MINE,SA,Barite,139.2232,-31.425199999999993,0
TOOTHS NOB,MINE,SA,Manganese,139.20840000000004,-31.37400000000001,0
MOUNT FROME,MINE,SA,Barite,139.1794,-31.103300000000008,0
MOUNT JOHN,MINE,SA,Turquoise,139.1873,-31.011900000000036,0
YARRAWONGA,deposit,SA,Coal - undifferentiated,139.609,-35.344299999999954,0
LAVER,DEPOSIT,SA,Basalt,139.5108,-35.26409999999998,0
GENTRYS CLAIMS,MINE,SA,Magnesite,139.3471,-32.66500000000004,0
ARTIPENA NO.5,MINE,SA,Barite,139.2414,-31.537099999999995,0
WEAVER WELL,MINE,SA,Barite,139.2895,-31.43050000000001,0
REAPHOOK HILL,MINE,SA,"Zinc, Unspecified/Unknown",139.2979,-31.393999999999963,0
MOUNT CHAMBERS NORTH,MINE,SA,Barite,139.2239,-30.94950000000003,0
TEATREE,MINE,SA,Barite,139.2879,-30.86280000000003,0
BALCANOONA B,MINE,SA,Magnesite,139.2307,-30.479799999999972,0
GREAT NORTHERN,MINE,SA,"Lead, Zinc",139.21,-30.06449999999999,0
MCCOURT,MINE,SA,Salt,139.868,-37.31809999999998,0
GIBBONS,DEPOSIT,SA,Sand - undifferentiated,139.8183,-37.13660000000004,0
ROBE,DEPOSIT,SA,Peat,139.8066,-37.07760000000003,0
CLARKE BROTHERS,deposit,SA,Sand - undifferentiated,139.83,-36.87460000000001,0
AGRICOLA NORTH,MINE,SA,"Magnesite, Dolomite",139.6796,-36.186699999999995,0
COOKE PLAINS,MINE,SA,Gypsum,139.619,-35.38640000000003,0
GOONDOOLO,deposit,SA,Calcite,139.6643,-34.867799999999995,0
MOUNT PAINTER NO.1,MINE,SA,Uranium,139.3305,-30.220100000000016,0
MOUNT FREELING NE,MINE,SA,Lead,139.2685,-29.897799999999958,0
BLUFF,MINE,SA,Lead,139.2982,-29.850499999999943,0
SAMWELL,MINE,SA,Salt,139.9504,-37.33359999999996,0
POWELLS,MINE,SA,Salt,139.8909,-37.29610000000001,0
LAKE HAWDON NORTH,MINE,SA,Limestone,139.9338,-37.16870000000005,0
BALZERS,MINE,SA,Gypsum,139.6781,-34.37749999999999,0
BENTLEY GREENWOOD,MINE,SA,"Uranium, Uranium oxide",139.3789,-30.21769999999998,0
FITTON TALC 15,MINE,SA,Talc,139.4084,-29.92279999999996,0
KINGSTON LIGNITE,DEPOSIT,SA,Coal - undifferentiated,139.9939,-36.650599999999976,0
PEAKE,deposit,SA,Coal - undifferentiated,139.9064,-35.3497,0
BRAEMAR,deposit,SA,Heavy minerals,139.85220000000004,-35.06120000000004,0
RAMCO,MINE,SA,Gypsum,139.8237,-34.22230000000001,0
MORGAN,MINE,SA,Gypsum,139.787,-33.936400000000056,0
IRONBACK HILL,deposit,SA,Iron,139.7013,-33.06019999999996,0
RAZORBACK RIDGE,DEPOSIT,SA,Iron,139.7145,-32.95710000000001,0
FOUR MILE WEST,deposit,SA,"Uranium, Uranium oxide",139.4956,-30.151600000000023,0
FOUR MILE EAST,DEPOSIT,SA,"Uranium, Uranium oxide",139.5282,-30.136699999999976,0
MOUNT LIVINGSTON,deposit,SA,"Magnesite, Ochre",139.4524,-29.99500000000002,0
FITTON TALC 1,MINE,SA,Talc,139.4568,-29.895300000000027,0
SOUTHEND,DEPOSIT,SA,"Limesand, Limestone",140.1146,-37.576800000000006,0
PERPONDA,DEPOSIT,SA,Heavy minerals,139.94770000000003,-35.05360000000002,0
BENCAT,deposit,SA,Heavy minerals,139.9963,-35.016899999999985,0
LONE PINE,deposit,SA,Heavy minerals,140.0008,-34.79199999999996,0
MINDARIE A1,deposit,SA,Heavy minerals,139.9745,-34.72179999999997,0
NEALS,deposit,SA,Sand - undifferentiated,139.9158,-34.2414,0
JAGGED ROCKS,DEPOSIT,SA,"Uranium, Uranium oxide",139.7546,-31.890400000000017,0
BEVERLEY,MINE,SA,"Uranium, Uranium oxide",139.5917,-30.191400000000034,0
BEVERLEY NORTH,DEPOSIT,SA,"Uranium, Uranium oxide",139.5758,-30.1007,0
EAGLE CORNER,MINE,SA,Sea shells / shell grit,140.29360000000003,-37.67779999999999,0
MERCUNDA,DEPOSIT,SA,Heavy minerals,140.0546,-34.753999999999984,0
MOTHER LODE,MINE,SA,Feldspar,139.9058,-32.21770000000002,0
LADY KATHERINE,deposit,SA,Wollastonite,139.8384,-32.049299999999995,0
MOUNT VICTORIA,DEPOSIT,SA,"Uranium, Rare earth elements, Uranium oxide",139.8447,-31.936299999999978,0
BLACKFELLOWS CAVES,MINE,SA,Silica,140.4651,-37.947200000000024,0
BENARA CREEK,MINE,SA,Sea shells / shell grit,140.3972,-37.85459999999995,0
UNGER,MINE,SA,"Sea shells / shell grit, Phosphate",140.3888,-37.811699999999995,0
MINTABIE HOMESTEAD,DEPOSIT,SA,"Diatomite, Calcite, Sand - undifferentiated",140.1627,-35.27080000000001,0
HALIDON,deposit,SA,Heavy minerals,140.132,-34.85960000000004,0
MINDARIE A2,MINE,SA,Heavy minerals,140.2237,-34.803499999999936,0
MINDARIE C,DEPOSIT,SA,Heavy minerals,140.1389,-34.75629999999998,0
GOULDS DAM,DEPOSIT,SA,"Uranium, Uranium oxide",139.9493,-31.470699999999972,0
KONGORONG,MINE,SA,Limestone,140.5787,-37.922499999999985,0
CLARKES,DEPOSIT,SA,Sand - undifferentiated,140.4849,-37.69849999999997,0
LOCHABER,deposit,SA,Coal - undifferentiated,140.4641,-36.81060000000002,0
HEADING,deposit,SA,"Limestone, Heavy minerals",140.38580000000002,-36.082400000000014,0
MINDARIE B,deposit,SA,Heavy minerals,140.2726,-34.81189999999995,0
BIG BARITE,MINE,SA,Barite,140.0546,-32.20499999999998,0
ANTRO,MINE,SA,"Feldspar, Pegmatite",140.0922,-32.067899999999966,0
ALCONIE HILL,MINE,SA,"Feldspar, Beryl - undifferentiated, Andalusite, Graphite",140.0895,-31.9723,0
MELLISH PARK,OPERATING MINE,QLD,Unspecified/Unknown,139.20200000000003,-18.879500000000007,0
COASTAL,MINE,SA,Silica,140.67970000000003,-38.05779999999994,0
DOLLIE ROCKS,DEPOSIT,SA,"Limestone, Dolomite",140.6922,-37.80199999999999,0
MARANOA DOWNS,MINE,SA,Limestone,140.5164,-36.980599999999995,0
KEPPOCH MAIN LAKE,MINE,SA,"Salt, Limesand",140.5533,-36.774199999999986,0
BELDORA,DEPOSIT,SA,Sand - undifferentiated,140.3951,-34.32039999999998,0
OVERLAND CORNER,MINE,SA,Ochre,140.3399,-34.15130000000004,0
PARCOOLA NORTH,deposit,SA,Gypsum,140.3464,-33.772799999999954,0
YERKA HILL,MINE,SA,Sillimanite,140.2321,-32.207300000000004,0
AMEROO HILL,MINE,SA,"Feldspar, Beryl - undifferentiated, Uranium",140.2006,-32.13459999999997,0
PEARCE,DEPOSIT,SA,Feldspar,140.2166,-31.99140000000001,0
MOUNT HOWDEN,MINE,SA,"Cobalt, Arsenic, Nickel",140.1967,-31.92649999999997,0
ROYTON 1,OPERATING MINE,QLD,Unspecified/Unknown,139.4382,-20.87630000000003,0
CARPO LIME,MINE,SA,Limestone,140.7264,-38.05270000000005,0
CAVETON,deposit,SA,Limestone,140.7638,-37.92519999999996,0
K. PITT,deposit,SA,Limestone,140.7278,-36.895300000000006,0
BLUNDYS,deposit,SA,Calcite,140.6409,-36.252200000000016,0
SHEARERS,MINE,SA,Sand - undifferentiated,140.5176,-35.33209999999998,0
KATARAPKO,DEPOSIT,SA,Calcite,140.4911,-34.31639999999999,0
LITTLE WELL,MINE,SA,Lead,140.2888,-32.496299999999955,0
TRINKALEENA,MINE,SA,Lead,140.3197,-32.404500000000056,0
OLARY,MINE,SA,Unspecified/Unknown,140.3244,-32.25489999999997,0
BRADYS,MINE,SA,"Feldspar, Beryl - undifferentiated",140.2852,-32.16299999999998,0
WHITE ROCK SOUTH,deposit,SA,Fluorite,140.3265,-32.083800000000025,0
BIG BIMBA,MINE,SA,"Feldspar, Beryllium",140.2329,-31.958700000000004,0
MOUNT ISA,OPERATING MINE,QLD,Unspecified/Unknown,139.5259,-20.663299999999992,0
SPRING CK,OPERATING MINE,QLD,Unspecified/Unknown,139.4285,-20.480999999999973,0
CAROLINE,MINE,SA,Limestone,140.9205,-38.017599999999995,0
MUNRO,deposit,SA,Limestone,140.8396,-36.97689999999998,0
VINES,deposit,SA,Sand - undifferentiated,140.7869,-36.84469999999994,0
STONY PINCH DAM NO.2,MINE,SA,Gypsum,140.5753,-34.126300000000015,0
COLD TEA,MINE,SA,"Feldspar, Beryl - undifferentiated",140.3517,-32.083200000000005,0
JONES,MINE,SA,"Feldspar, Beryl - undifferentiated",140.4072,-31.985599999999963,0
HONEYSUCKLE FLAT,MINE,SA,Limestone,140.9618,-37.98230000000005,0
DERRICK,deposit,SA,Heavy minerals,140.7347,-34.49139999999999,0
LEENDERS CHAFFEY,deposit,SA,Sand - undifferentiated,140.6605,-34.09149999999999,0
OAKBANK,deposit,SA,Heavy minerals,140.5855,-33.05260000000001,0
WIPERAMINGA WEST,MINE,SA,"Feldspar, Beryl - undifferentiated, Andalusite",140.4595,-31.962100000000007,0
DOME ROCK,DEPOSIT,SA,Barite,140.441,-31.87499999999997,0
PARINGA,MINE,SA,Gypsum,140.8363,-34.3552,0
BUGLE HUT,deposit,SA,Calcite,140.7824,-34.27689999999997,0
ROTTEN LAKE,MINE,SA,"Gypsum, Sand - undifferentiated",140.73170000000002,-33.99200000000004,0
RED DAM,deposit,SA,Iron,140.6455,-32.524100000000004,0
NIPPON HILL,deposit,SA,Iron,140.5831,-32.419599999999996,0
RADIUM HILL,MINE,SA,"Uranium, Mica, Rare earth elements, Radium, Uranium oxide",140.638,-32.34599999999997,0
GRANTS,MINE,SA,"Iron, Iron ore",140.6699,-32.24560000000003,0
BOULIA,OPERATING MINE,QLD,Unspecified/Unknown,139.8901,-22.938999999999982,0
Dergholm,mineral deposit,VIC,Granite,141.1437,-37.39469999999999,0
Poolaijelo,mineral deposit,VIC,Granite,141.1276,-37.26000000000002,0
BESWICK,MINE,SA,Gypsum,140.8968,-34.4627,0
WISHARTS,MINE,SA,Gypsum,140.9227,-34.449900000000035,0
WISHARTS EAST,deposit,SA,Gypsum,140.9368,-34.29669999999999,0
ALBERTS WEST,MINE,SA,Iron ore,140.7217,-32.2797,0
HONEYMOON,DEPOSIT,SA,"Uranium, Uranium oxide",140.6619,-31.741999999999987,0
YARRAMBA,DEPOSIT,SA,"Uranium, Uranium oxide",140.6435,-31.617599999999975,0
PHOSPHATE HILL,OPERATING MINE,QLD,"Phosphate, Gypsum",139.9615,-21.892800000000054,0
SAFFRON,deposit,SA,"Uranium, Uranium oxide",140.8416,-31.737000000000023,0
OBAN,DEPOSIT,SA,"Uranium, Uranium oxide",140.7902,-31.193199999999994,0
Wando Vale,mineral deposit,VIC,Granite,141.4572,-37.491699999999966,0
Douglas - Chetwynd Dune,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.3408,-37.26140000000001,0
Douglas - Ferengi,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.3288,-37.102800000000016,0
MUTOOROO,MINE,SA,"Barite, Fluorite",140.9331,-32.508399999999966,0
MOREE,deposit,SA,Basalt,141.4998,-37.21389999999998,0
Montrose,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",141.6447,-37.053700000000035,0
HAWSONS,DEPOSIT,SA,Iron,141.1385,-32.42130000000002,0
Douglas - Bondi West,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.7504,-37.14400000000004,0
Douglas - Acapulco South,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.6935,-37.106600000000014,0
Douglas - Acapulco,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.6464,-36.86350000000001,0
Douglas - Acapulco East,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.6674,-36.82639999999998,0
THACKARINGA,deposit,SA,"Cobalt, Sulphur",141.2377,-32.075399999999966,0
Douglas - Bondi East,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",141.8246,-37.05169999999997,0
WIM 050 Resource Area,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Zircon",141.8897,-37.0695,0
WIM 100 Global Resource Area,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",141.9258,-36.95719999999995,0
READYMIX BROKEN HILL,deposit,SA,Unspecified/Unknown,141.4815,-31.965600000000016,0
CORRUGA,deposit,SA,Tungsten,141.3973,-31.909300000000044,0
CASTLEREAGH,OPERATING MINE,QLD,Gravel,140.5632,-20.664199999999987,0
Douglas - Echo,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",142.0427,-36.96339999999994,0
Douglas - Echo North,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",142.0131,-36.85190000000001,0
Pimpinio,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.1112,-36.55830000000001,0
Adella,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.2018,-36.64640000000003,0
Avon Bank,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.3092,-36.6369,0
Karkarooc West,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.318,-36.115099999999984,0
Ouyen - Galileo,mineral deposit,VIC,"Ilmenite, Rutile, Zircon",142.428,-34.960799999999985,0
WIM 200 Global Resource Area,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.6462,-36.6679,0
Woornack,mineral deposit,VIC,"Ilmenite, Rutile, Zircon",142.4896,-35.18860000000003,0
Rownack,mineral deposit,VIC,"Ilmenite, Rutile, Zircon",142.4699,-35.168600000000005,0
"Simpson, J. and Co.",mineral deposit,VIC,Tungsten,142.7784,-37.058299999999974,0
WIM 250 Global Resource Area,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.7736,-36.517699999999955,0
WIM 250 Core Resource Area,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",142.7815,-36.49920000000002,0
Roselyn West,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",142.7652,-35.99539999999998,0
Roselyn East,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",142.7502,-35.951699999999995,0
Curyo,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",142.7159,-35.74799999999998,0
Kulwin,mineral deposit,VIC,"Ilmenite, Rutile, Zircon",142.6354,-35.06219999999998,0
COATHWORTH MINE,OPERATING MINE,QLD,Opal,141.4829,-22.942199999999996,0
Various Parties-Ararat,mineral deposit,VIC,Magnesium,142.9415,-37.28110000000007,0
Tyrrell Ridge West,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",142.75320000000002,-35.73550000000006,0
Wemen -BeMaX,mineral deposit,VIC,"Ilmenite, Rutile, Zircon, Leucoxene",142.696,-34.81480000000001,0
FLOWERS,OPERATING MINE,QLD,Opal,141.5943,-22.525599999999987,0
Dunkirk,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.023,-35.98849999999999,0
Birne,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",143.0681,-35.928300000000036,0
Sealake,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.0241,-35.500400000000006,0
YELLOW LEVEL,OPERATING MINE,QLD,Opal,141.76160000000002,-22.420600000000015,0
Goschen South,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",143.208,-35.95099999999997,0
Longbeach,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.1704,-35.92330000000002,0
Kuta,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.0463,-35.13529999999992,0
Martin Brothers,mineral deposit,VIC,Barite,143.4233,-37.37580000000001,0
Newport,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.2358,-35.83700000000003,0
MAYNE RIVER GYPSUM,OPERATING MINE,QLD,Gypsum,142.092,-23.576799999999988,0
CORK NO 4,OPERATING MINE,QLD,Gypsum,142.0436,-22.934000000000022,0
Camp Creek,deposit,TAS,Peat,143.85380000000004,-39.9218,0
Unnamed,mineral deposit,VIC,"Clay, Granite, Gravel, Sand - undifferentiated",143.5231,-37.5889,0
Goschen Central,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",143.3754,-35.849199999999996,0
Gowne,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.2865,-35.33260000000002,0
ALRUS ONE,OPERATING MINE,QLD,Opal,142.533,-27.251200000000004,0
CORK GYPSUM,OPERATING MINE,QLD,Gypsum,142.063,-22.919300000000018,0
Investigator 19,deposit,TAS,Lead,143.9014,-39.730100000000014,0
Victoria Cove Beach Sand,deposit,TAS,Titanium,143.9342,-39.595099999999995,0
Quarry,mineral deposit,VIC,Granite,143.607,-37.413400000000024,0
Granite Hill Dyke,mineral deposit,VIC,Granite,143.6601,-37.20929999999999,0
Lake Boga - Volpaia Strandline,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.4885,-35.60260000000002,0
EVIE'S DREAM,OPERATING MINE,QLD,Opal,142.2597,-23.25169999999998,0
Hoopers Well,deposit,TAS,Coal - brown,144.091,-39.84690000000002,0
N Track Alluvial,deposit,TAS,Tin,144.0076,-39.72150000000001,0
Investigator 14,deposit,TAS,Titanium,144.0328,-39.65,0
Walsh Ballarat Quarries Pty Ltd,mineral deposit,VIC,Basalt,143.7645,-37.441000000000024,0
Mount Beckworth,mineral deposit,VIC,"Feldspar, Granite",143.7098,-37.31819999999999,0
A. G. Leech (Gravel) Pty Ltd,mineral deposit,VIC,"Basalt, Construction materials",143.7161,-37.15150000000002,0
Woolshed Swamp,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",143.6664,-36.21000000000005,0
Lake Boga - Quarry Strandline,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",143.5716,-35.50979999999998,0
TOM,OPERATING MINE,QLD,Gypsum,142.2494,-22.81540000000003,0
Leishman Hill,mineral deposit,VIC,Basalt,143.8482,-37.26270000000008,0
Unnamed Basalt Quarry,mineral deposit,VIC,Basalt,144.078,-37.66360000000002,0
Baringhup East,mineral deposit,VIC,Granite,143.9901,-36.988900000000015,0
GIDGEE GATE,OPERATING MINE,QLD,Opal,142.8687,-26.61530000000007,0
RAINDANCE,OPERATING MINE,QLD,Opal,142.6437,-24.807900000000014,0
Unnamed Quarry,mineral deposit,VIC,Basalt,144.1084,-37.59630000000004,0
Basalt Quarry,mineral deposit,VIC,Basalt,144.1001,-37.555300000000024,0
Unnamed,mineral deposit,VIC,Basalt,144.1219,-37.28209999999996,0
Unknown,mineral deposit,VIC,Granite,144.0186,-36.96460000000004,0
Unnamed,mineral deposit,VIC,Granite,144.0906,-36.86749999999999,0
Unnamed,mineral deposit,VIC,Granite,144.0626,-36.80819999999998,0
T.S.M.,OPERATING MINE,QLD,Opal,142.9096,-26.35279999999998,0
HAMMONDS LEASE,OPERATING MINE,QLD,Opal,142.8887,-26.3041,0
BOULDER,OPERATING MINE,QLD,Opal,142.7388,-24.79360000000002,0
THE COLOUR OF MONEY,OPERATING MINE,QLD,Opal,142.671,-23.57879999999998,0
LADY LIL PROJECT,OPERATING MINE,QLD,Opal,142.6478,-23.419199999999996,0
Unnamed Basalt Quarry,mineral deposit,VIC,Basalt,144.2351,-37.58819999999998,0
Unnamed,mineral deposit,VIC,Basalt,144.1964,-37.31650000000001,0
Unnamed,mineral deposit,VIC,Granite,144.1231,-36.909999999999975,0
Unnamed,mineral deposit,VIC,"Granite, Gravel",144.1125,-36.77720000000001,0
TESLER,OPERATING MINE,QLD,Opal,142.7321,-23.74709999999998,0
RED OCTOBER,OPERATING MINE,QLD,Opal,142.7413,-23.63730000000001,0
OPALTON OPAL FIELD,OPERATING MINE,QLD,Opal,142.7628,-23.244700000000016,0
JUBILEE,OPERATING MINE,QLD,Unspecified/Unknown,142.2593,-18.10400000000001,0
WEIPA BAUXITE MINE,OPERATING MINE,QLD,"Bauxite, Kaolin",141.87320000000003,-12.666600000000017,0
ANDOOM BAUXITE MINE,OPERATING MINE,QLD,Bauxite,141.8323,-12.5384,0
You Yangs,mineral deposit,VIC,"Granite, Gravel, Sand - undifferentiated",144.3676,-37.89769999999998,0
B. M. Barret,mineral deposit,VIC,Basalt,144.3505,-37.28259999999999,0
Elphinstone,mineral deposit,VIC,Granite,144.34580000000003,-37.09599999999999,0
Unknown,mineral deposit,VIC,Granite,144.2932,-36.97579999999997,0
Unnamed,mineral deposit,VIC,Granite,144.213,-36.893499999999975,0
Pyramid Hill,mineral deposit,VIC,Granite,144.1424,-36.06029999999999,0
BOMBER,OPERATING MINE,QLD,Opal,142.8311,-23.44919999999997,0
NANUM TAWAP SAND,OPERATING MINE,QLD,Gravel,141.9099,-12.674400000000006,0
ELY,OPERATING MINE,QLD,Bauxite,141.8891,-12.458599999999986,0
Chromite Spur,deposit,TAS,Chromium,144.8725,-41.05389999999996,0
Montagu Swamp,deposit,TAS,Chromium,144.8932,-40.92719999999998,0
Redbank Road,deposit,TAS,Zinc,144.892,-40.82810000000004,0
Illawong Plains 2,deposit,TAS,Zinc,144.8841,-40.772299999999966,0
Unnamed Basalt Quarry,mineral deposit,VIC,Basalt,144.443,-37.71439999999998,0
Tylden Quarries,mineral deposit,VIC,Basalt,144.421,-37.33100000000004,0
Mailers,mineral deposit,VIC,Basalt,144.4043,-37.18679999999996,0
Elphinstone,mineral deposit,VIC,"Ilmenite, Rutile, Zircon",144.3829,-37.06259999999995,0
SKARDON RIVER,OPERATING MINE,QLD,"Kaolin, Bauxite",141.9863,-11.87869999999999,0
Unnamed,deposit,TAS,Tin,145.1301,-41.838400000000036,0
L23,deposit,TAS,Arsenic,145.1196,-41.59319999999998,0
BIG RED,OPERATING MINE,QLD,Opal,143.0006,-23.130899999999972,0
BLADENSBURG-WINDERMERE,OPERATING MINE,QLD,Gravel,142.9198,-22.488799999999994,0
Unnamed,deposit,TAS,Iron,145.2885,-42.42799999999998,0
Ocean Beach,deposit,TAS,Industrial mineral,145.2621,-42.153799999999976,0
Maucherite,deposit,TAS,Nickel,145.2479,-41.9197,0
Section 9340M  C Lode,deposit,TAS,Lead,145.2935,-41.859599999999936,0
Long Plains talc,deposit,TAS,Talc,145.1625,-41.532599999999995,0
Voyager 5,deposit,TAS,Iron,145.5006,-42.954199999999965,0
Wanderer North C,deposit,TAS,Zinc,145.5095,-42.77189999999997,0
Unnamed,deposit,TAS,Coal - brown,145.4827,-42.360900000000015,0
Unnamed,deposit,TAS,Coal - brown,145.454,-42.33479999999997,0
Unnamed,deposit,TAS,Coal - brown,145.3524,-42.17090000000001,0
Nickel Prospect,deposit,TAS,Nickel,145.3124,-41.91629999999997,0
Unnamed,deposit,TAS,Pyrite,145.302,-41.867700000000006,0
Wilson River asbestos,deposit,TAS,Asbestos,145.3727,-41.7078,0
Mount Stewart,deposit,TAS,Talc,145.3152,-41.51689999999997,0
Gorgey Creek,deposit,TAS,Zinc,145.2338,-40.979799999999926,0
Davis,deposit,TAS,Ochre,145.1794,-40.88259999999999,0
Mount William Manganese Occurence,mineral deposit,VIC,Manganese ore,144.7967,-37.25840000000004,0
Steatite Location,mineral deposit,VIC,Talc,144.6924,-36.908599999999986,0
Unnamed,mineral deposit,VIC,"Clay, Granite, Gravel, Sand - undifferentiated",144.6714,-36.777899999999946,0
Unnamed,deposit,TAS,Rutile,145.5686,-42.88749999999998,0
Unnamed,deposit,TAS,Lead,145.582,-42.36140000000004,0
Hepburn Lewis Hiscox,deposit,TAS,Iron,145.5843,-42.27979999999997,0
Argent Tunnel,deposit,TAS,Lead,145.4125,-41.827700000000036,0
North Adit,deposit,TAS,Tin,145.3869,-41.47379999999998,0
Champion Road North,deposit,TAS,Silica,145.4312,-41.12720000000005,0
Black River,deposit,TAS,Limestone,145.299,-40.84659999999995,0
Section 3858,deposit,TAS,Barite,145.5918,-42.277399999999965,0
Unnamed,deposit,TAS,Iron,145.5924,-42.24300000000004,0
Home Rule,deposit,TAS,Lead,145.5575,-41.72110000000004,0
Arthur River,deposit,TAS,Zinc,145.4862,-41.430199999999985,0
Unnamed,deposit,TAS,Coal - undifferentiated,145.4848,-41.16609999999999,0
Alarm River,deposit,TAS,Silica,145.4659,-40.98399999999998,0
Shakespeare Hills,deposit,TAS,Silica,145.4573,-40.945199999999964,0
Mt. Black Granite,mineral deposit,VIC,Granite,144.9819,-36.782199999999975,0
Kelly Basin,deposit,TAS,Industrial mineral,145.8849,-43.273699999999955,0
Farrell Mackintosh,deposit,TAS,Lead,145.6403,-41.73199999999996,0
Switchback,deposit,TAS,Lead,145.7166,-41.59150000000001,0
Unnamed,deposit,TAS,Iron,145.6965,-41.5617,0
Wells,deposit,TAS,Bauxite,145.5908,-40.95899999999999,0
Unnamed,deposit,TAS,Graphite,145.5456,-40.90849999999999,0
QUILPIE OPAL FIELD,OPERATING MINE,QLD,Opal,143.8245,-26.29130000000003,0
Bluff River,deposit,TAS,Tin,145.8463,-41.769399999999976,0
